"DBA"	"ADDRESS"	"latitude"	"longitude"
"48317"	"NEW GOLDEN STAR RESTAURANT"	"4247 BROADWAY , New York, NY 10033"	40.849795	-73.936294
"33653"	"OH TWO FIVE"	"43 BAYARD STREET , New York, NY 10013"	40.715217	-73.997372
"13414"	"EDEN WOK"	"43 EAST 34 STREET , New York, NY 10016"	40.747666	-73.982929
"39030"	"NEXT BAR & LOUNGE"	"43 MOTT STREET , New York, NY 10013"	40.715207	-73.998853
"52408"	"KING GARDEN RESTAURANT"	"4316 BROADWAY , New York, NY 10033"	40.852058	-73.934776
"50704"	"CHAN'S KITCHEN"	"4421 BROADWAY , New York, NY 10040"	40.855416	-73.933203
"47645"	"Hong Kong Station"	"45 BAYARD STREET , New York, NY 10013"	40.715229	-73.997398
"25184"	"SHUN WEI RESTAURANT"	"45 CATHERINE STREET , New York, NY 10038"	40.711984	-73.996854
"18309"	"HONG KONG STATION"	"45 DIVISION STREET , New York, NY 10002"	40.714092	-73.995874
"29733"	"CHA CHAN TANG"	"45 MOTT STREET , New York, NY 10013"	40.715298	-73.998812
"47671"	"China Blue"	"451 WASHINGTON STREET , New York, NY 10013"	40.724169	-74.010223
"50518"	"SAMMY'S NOODLE SHOP & GRILL"	"453-461 6 AVENUE , New York, NY 10011"	40.735349	-73.998451
"53566"	"CHINA WOK"	"454A LENOX AVENUE , New York, NY 10037"	40.812471	-73.942013
"53600"	"NEW PROSPERITY DUMPLING"	"46 ELDRIDGE STREET , New York, NY 10002"	40.715888	-73.993111
"1923"	"CHARLIE'S MOM CHINESE RESTAURANT"	"464 6 AVENUE , New York, NY 10011"	40.731065	-74.001412
"31866"	"NEW AROMA"	"465 WEST  125 STREET , New York, NY 10027"	40.813033	-73.955824
"50006"	"CHINA CHALET"	"47 BROADWAY , New York, NY 10006"	40.706551	-74.012736
"43889"	"88 CHINESE RESTAURANT"	"473 LENOX AVENUE , New York, NY 10037"	40.813207	-73.94167
"29506"	"49HX SEAFOOD RESTAURANT"	"49 DIVISION STREET , New York, NY 10002"	40.714111	-73.995737
"31805"	"U\" LIKE CHINESE RESTAURANT\""	"4926 BROADWAY , New York, NY 10034"	40.867503	-73.9219
"53323"	"A-WAH RESTAURANT"	"5 CATHERINE STREET , New York, NY 10038"	40.713642	-73.997272
"7466"	"DIM SUM GO GO"	"5 EAST BROADWAY , New York, NY 10038"	40.713436	-73.997684
"20588"	"HAPPY FAMILY"	"500 WEST   43 STREET , New York, NY 10036"	40.7603	-73.994982
"48744"	"CAFE HONG KONG"	"51 BAYARD STREET , New York, NY 10013"	40.715265	-73.997476
"227599"	"YI MEI YUM GOURMET"	"51 DIVISION STREET , New York, NY 10002"	40.71412	-73.995669
"14287"	"YI MEI YUM GOURMET"	"51 DIVISION STREET , New York, NY 10002"	40.71412	-73.995669
"53783"	"TEA-RIFFIC CAFE"	"51 MOTT STREET , New York, NY 10013"	40.715633	-73.998491
"2792"	"S Dynasty"	"511 LEXINGTON AVENUE , New York, NY 10017"	40.755028	-73.973421
"51017"	"GINGER"	"512 7 AVENUE , New York, NY 10018"	40.750992	-73.990623
"26966"	"NEW KAM LAI CHINESE RESTAURANT"	"514 AMSTERDAM AVENUE , New York, NY 10024"	40.786913	-73.975761
"53082"	"ONE FAMILY CHINESE RESTAURANT"	"52A SHERMAN AVENUE , New York, NY 10040"	40.863106	-73.927566
"28518"	"TASTY KING"	"534 EAST   14 STREET , New York, NY 10009"	40.730028	-73.979761
"48689"	"PROFIT CHINESE RESTAURANT"	"538 2 AVENUE , New York, NY 10016"	40.739784	-73.979517
"21916"	"HAPPY GARDEN PALACE"	"54 EAST BROADWAY , New York, NY 10002"	40.71354	-73.995932
"15938"	"WA LUNG KITCHEN"	"557 GRAND STREET , New York, NY 10002"	40.713972	-73.979962
"35801"	"FOOD KING CHINESE RESTAURANT"	"56 MARKET STREET , New York, NY 10002"	40.711593	-73.994263
"24400"	"EMPIRE KITCHEN"	"563 WEST  207 STREET , New York, NY 10034"	40.866342	-73.920177
"42840"	"NEW PANDA RESTAURANT"	"570 9 AVENUE , New York, NY 10036"	40.757827	-73.99307
"4617"	"MR K'S RESTAURANT"	"570 LEXINGTON AVENUE , New York, NY 10022"	40.757004	-73.972169
"14305"	"AMY'S RESTAURANT"	"586 WEST 207 STREET , New York, NY 10034"	40.8669	-73.920764
"43165"	"KING'S CHEF"	"587 LENOX AVENUE , New York, NY 10037"	40.817416	-73.93855
"48532"	"MING'S DELIGHT"	"594 3 AVENUE , New York, NY 10016"	40.740732	-73.981762
"51610"	"CHATHAM SQUARE RESTAURANT"	"6 CHATHAM SQUARE , New York, NY 10038"	40.713518	-73.998408
"44657"	"CHINA 1 KITCHEN"	"609 MAIN STREET , New York, NY 10044"	40.762418	-73.949441
"19167"	"SPICE CHINESE RESTAURANT"	"610 AMSTERDAM AVENUE , New York, NY 10024"	40.79	-73.973479
"56168"	"MEI LAI WAH COFFEE SHOP"	"62 BAYARD STREET , New York, NY 10013"	40.715517	-73.997882
"2717"	"ORIENTAL EXPRESS"	"62 WILLIAM STREET , New York, NY 10005"	40.707142	-74.008774
"31636"	"CHINA WOK KITCHEN"	"63 AVENUE D , New York, NY 10009"	40.722075	-73.977325
"43106"	"NEW KAM WEI"	"630 10 AVENUE , New York, NY 10036"	40.758981	-73.995943
"27087"	"OLD SICHUAN RESTAURANT"	"65 BAYARD STREET , New York, NY 10013"	40.715412	-73.998011
"44562"	"TANG PAVILION"	"65 WEST 55 STREET , New York, NY 10019"	40.762618	-73.976473
"53430"	"HANG LEE RESTAURANT"	"666 WEST 204 STREET , New York, NY 10034"	40.867184	-73.923274
"33899"	"XI'AN FAMOUS FOODS"	"67 BAYARD STREET , New York, NY 10013"	40.715443	-73.998076
"38296"	"SHUI MEI CAFE"	"67 EAST BROADWAY , New York, NY 10002"	40.713592	-73.995455
"56581"	"MIN JIANG MINI CAFE"	"67 ELDRIDGE STREET , New York, NY 10002"	40.716583	-73.992861
"31273"	"AI ZHEN FOO CHOW RESTAURANT"	"68 EAST BROADWAY , New York, NY 10002"	40.713596	-73.995418
"42523"	"SPICY VILLAGE"	"68B FORSYTH STREET , New York, NY 10002"	40.716972	-73.993532
"31714"	"C & C PROSPERITY DUMPLINGS"	"69 CLINTON STREET , New York, NY 10002"	40.719226	-73.984954
"30255"	"456 RESTAURANT"	"69 MOTT STREET , New York, NY 10013"	40.716181	-73.998317
"37726"	"NEW FOOD KING CHINESE RESTAURANT"	"694 10 AVENUE , New York, NY 10019"	40.76343	-73.9927
"19288"	"HUA JI PORK CHOP FAST FOOD"	"7 ALLEN STREET , New York, NY 10002"	40.714775	-73.992894
"41703"	"MOTTZAR KITCHEN"	"70 MOTT STREET , New York, NY 10013"	40.716226	-73.998131
"47510"	"NEW KAM LAI"	"708 AMSTERDAM AVENUE , New York, NY 10025"	40.793023	-73.971252
"17467"	"BEST FUZHOU RESTAURANT"	"71 ELDRIDGE STREET , New York, NY 10002"	40.71674	-73.9928
"55625"	"SIX HAPPINESS CHINESE RESTAURANT"	"711 2 AVENUE , New York, NY 10016"	40.739784	-73.979517
"3453"	"JIMMY'S ORO RESTAURANT"	"711 WEST  181 STREET , New York, NY 10033"	40.850412	-73.936154
"53243"	"NEW GOLDEN EMPIRE CHINESE RESTAURANT"	"757 ST NICHOLAS AVENUE , New York, NY 10031"	40.825956	-73.943356
"38390"	"HAPPY JOY"	"760 10 AVENUE , New York, NY 10019"	40.76343	-73.9927
"43851"	"C & L  DUMPLING HOUSE"	"77 CHRISTIE ST , New York, NY 10002"	40.717161	-73.99443
"30909"	"NEW GOLDEN CHOPSTICKS"	"77 PEARL STREET , New York, NY 10004"	40.703868	-74.010543
"42500"	"FEI MA"	"79 AVENUE A , New York, NY 10009"	40.725017	-73.984232
"43746"	"YUNNAN KITCHEN"	"79 CLINTON STREET , New York, NY 10002"	40.718995	-73.985189
"32393"	"H.K WONTON GARDEN"	"79 MULBERRY STREET , New York, NY 10013"	40.716624	-73.999072
"18019"	"MEE NOODLE SHOP"	"795 9 AVENUE , New York, NY 10019"	40.762234	-73.989862
"10784"	"NEW BO KY RESTAURANT"	"80 BAYARD STREET , New York, NY 11222"	40.719219	-73.94908
"43018"	"GREAT WALL"	"800 WEST  181 STREET , New York, NY 10033"	40.851326	-73.940235
"29251"	"NEW SPRING BOY CHINESE RESTAURANT"	"81 ALLEN STREET , New York, NY 10002"	40.718063	-73.991266
"32828"	"HOY WONG RESTAURANT"	"81 MOTT STREET , New York, NY 10013"	40.716624	-73.99811
"28876"	"XI'AN FAMOUS FOODS"	"81 ST MARKS PLACE , New York, NY 10003"	0	0
"44817"	"187 YANG GARDEN"	"816 WEST 187 STREET , New York, NY 10033"	40.855373	-73.937787
"52697"	"No. 1 Chinese Restaurant"	"825 WEST  181 STREET , New York, NY 10033"	40.851259	-73.939257
"53040"	"PANDA HOUSE"	"82B NAGLE AVENUE , New York, NY 10040"	40.860209	-73.928316
"30568"	"83 KIEN TUONG RESTAURANT"	"83 CHRYSTIE ST , New York, NY 10002"	40.717414	-73.994333
"51792"	"S. WAN CAFE"	"85 ELDRIDGE STREET , New York, NY 10002"	40.717291	-73.992587
"55656"	"BEI JING CHINESE RESTAURANT"	"860 10 AVENUE , New York, NY 10019"	40.76343	-73.9927
"56628"	"J R SUSHI 2 INC"	"86A WEST BROADWAY , New York, NY 10007"	40.715113	-74.009497
"49978"	"MANNA HOUSE BAKERY"	"87 EAST BROADWAY , New York, NY 10002"	40.713744	-73.993945
"49708"	"OCEAN DRAGON RESTAURANT"	"877 10 AVENUE , New York, NY 10019"	40.76343	-73.9927
"44835"	"CHINA GOURMET"	"877 8 AVENUE , New York, NY 10019"	40.761037	-73.987014
"45502"	"REACH HOUSE"	"88 DIVISION STREET , New York, NY 10002"	40.71429	-73.993951
"45379"	"NEW KAM LAI RESTAURANT"	"890 AMSTERDAM AVENUE , New York, NY 10025"	40.798888	-73.966992
"37820"	"YI ZHANG FISHBALL"	"9 ELDRIDGE STREET , New York, NY 10002"	40.714621	-73.993901
"50086"	"JOE'S SHANGHAI RESTAURANT"	"9 PELL STREET , New York, NY 10013"	40.714642	-73.997477
"56614"	"BENNY'S LUNG SHENG RESTAURANT"	"906 COLUMBUS AVENUE , New York, NY 10025"	40.79817	-73.963787
"56408"	"HOU YI HOT POT"	"92 HESTER STREET , New York, NY 10002"	40.71617	-73.991796
"33665"	"MEE NOODLE & GRILL"	"922 2 AVENUE , New York, NY 10017"	40.748538	-73.97314
"19681"	"EMPIRE CORNER"	"935 AMSTERDAM AVENUE , New York, NY 10025"	40.800436	-73.965711
"52423"	"CHINA VILLAGE RESTAURANT"	"94 BAXTER STREET , New York, NY 10013"	40.71733	-73.999449
"49297"	"A K  US GROUP"	"95 CHRYSTIE STREET , New York, NY 10002"	40.717919	-73.994139
"21691"	"PANDA RESTAURANT"	"987 FIRST AVENUE , New York, NY 10022"	40.756487	-73.964353
"48382"	"CONCORD GARDEN RESTAURANT"	"990 AMSTERDAM AVENUE , New York, NY 10025"	40.802372	-73.9643
